"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"each one human will have a robot buddy, the robot will work and earn money for the human, ideal world","0","0","2026-04-15T13:56:51.000Z","happyjam53","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7172269688772051973","7628984581861917462","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/1d7a070093227a1422944078c582bf15~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fb8e7cb1&x-expires=1776834000&x-signature=SeF%2Fy4ZWLAkOpROaQsECJKL0Vbw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"this is the work we should replace with robots though. no humans should be forced into these working conditions. we are supposed to enjoy life and freedom.","0","0","2026-04-15T13:52:23.000Z","windsofjlnn","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7172543722026058758","7628983434354918166","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/c20ebfaa3eafc8bdc70164253783eef5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4a6302f1&x-expires=1776834000&x-signature=SunImpaTVnYTymAR27zN7Tq5%2BKg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"shocking","0","0","2026-04-15T13:34:53.000Z","ashleyrooskrantz","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6794122827290674181","7628978936408883989","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/733278924c8817002be7ff7b509d1665~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=12e236db&x-expires=1776834000&x-signature=HS0NA%2BgUL2WfOf0Ha3oNZDY9JqU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"They are ai","0","0","2026-04-15T13:30:44.000Z","chhay_r","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6583986744994119685","7628977900745786132","https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7336715937162706949~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5f848467&x-expires=1776834000&x-signature=WRbGj%2BSBnx41h24f3x4QnlOSyH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Ai handover","0","0","2026-04-15T13:12:57.000Z","zoidberg966","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7374736360210924550","7628973320893252370","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/5bf214b0b6dafefe0458a15d3449c675~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6bd48ac6&x-expires=1776834000&x-signature=lnZFoVqTTBwGbS72%2FTNQ6NJAl%2BA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"whats the issue?","0","0","2026-04-15T13:12:23.000Z","kamikazeehee","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6716614651448263686","7628973134230340374","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7107638979251404806~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=197b16d8&x-expires=1776834000&x-signature=2YeJl5Xt8M7rn%2BP1tzakvBOlaV8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Can't this wait to happen in another timeline? 😳","0","0","2026-04-15T12:46:28.000Z","lydia.kashu","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7493948537006294023","7628966475601134354","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/22159b2b7e68a9b24388b71cb47490d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=689ff841&x-expires=1776834000&x-signature=dQwW26V6noFcblOw5UdIiywxvg0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Robots don’t have dexterity so good luck","0","0","2026-04-15T12:45:43.000Z","frommuffinwithlove","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6758754303160910854","7628966285984269077","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7327332903421902853~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=92785121&x-expires=1776834000&x-signature=I7qlBNq%2FAN%2FQesQU6zqRXovtv1o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Why did u invent ai","0","0","2026-04-15T12:38:05.000Z","mahreeeee9","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6811163199917638661","7628964302141850388","https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/7abe0d1c0fb3f8418a7c78fd6f302ae9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9fc7a0dc&x-expires=1776834000&x-signature=%2FXItAe1vr1D%2BZi%2BjRsUW0DtdQH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"the world is screwed","0","0","2026-04-15T12:33:57.000Z","leebahr","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7058174976441304069","7628963253024277256","https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5418f1efe821a6503300221adfc21317~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ee78b33f&x-expires=1776834000&x-signature=92UeY6gq%2FGmqZ1Drx9CY%2FGcikVU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"The don’t have to pay AI","0","0","2026-04-15T12:33:55.000Z","lfbaker8","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6896012683435541505","7628963268270228232","https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/becb626a47c0f2fb2967f85a9518ae4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=78728663&x-expires=1776834000&x-signature=rL3HE%2BWjkjuB%2FOfmtocPd4%2BE3gY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"why do this to create joblessness
nothing makes SENSE","0","0","2026-04-15T12:21:22.000Z","jacobllovelace","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7427323671988945925","7628959399625032455","https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/14fc1bc457ae6c71e45298f46cf8af03~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6f486917&x-expires=1776834000&x-signature=KO9onoXO2UNnyTn5aoa6OLtEZ%2FI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"Yeah great. No human should be subject to that work every day of their lives. If a robot can do it that’s good","0","0","2026-04-15T12:21:00.000Z","ringle.dingle","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7263130891651023904","7628959898952499990","https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-euttp/a48ca164392613b66e4257879831fb99~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=257c990e&x-expires=1776834000&x-signature=4R3Ggm6W%2FdSiDv4lJZGMmE8P%2BoI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"So,so so scary 😳","0","0","2026-04-15T12:19:56.000Z","sararodriguez945","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6829701496406737925","7628959612205728535","https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7321443604411777029~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=128933b0&x-expires=1776834000&x-signature=kMqEibnV6gfciE1VU3%2B6uIbOh6s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"What scares me is the poor people that need to do these jobs 😏","0","0","2026-04-16T19:14:28.000Z","gmg8606","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7026030321750213638","7629437560938742550","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2448020502c0b660266df5579ea2766b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fb5f1ff5&x-expires=1776834000&x-signature=Do5TIo%2F5eJWVvNZe4D3C9KKuSWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Well you have to keep in mind that we are in the fourth industrial revolution where human are useless. To achieve the 2030 objective which is you’ll own nothing but be happy, they have to do things like that. Everything its normal in that video.","0","0","2026-04-16T17:25:16.000Z","beauchybeauche","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7000901645895533574","7629409427942228754","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/21342cee8e8e4d1187a830a211b21b7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1ee433f6&x-expires=1776834000&x-signature=035PllNfVI75k0qqfRyeOX6atBM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","0","0","2026-04-17T00:59:14.000Z","euniki.sol","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7479086471737017376","7629526067418366742","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/518962c1dd57ee2213f14cb4afeeb2ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=69e3d3c6&x-expires=1776834000&x-signature=iu59HLP5e%2FLEcNOTAKfBiATR9qo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"so we wont need india soon","0","0","2026-04-16T17:23:09.000Z","vinkoponen0","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7610858891086251030","7629408864522584854","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f4f616da90cfa46716d31fbdc91c7d64~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=08cb9ab8&x-expires=1776834000&x-signature=8E7dbZLt9%2BU3u7p4kboU9bQvNJ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"it hard to get good workers theses days","0","0","2026-04-17T02:13:17.000Z","ase_143","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6704989745825973254","7629545471328977684","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d40cf63ce1c5fee3c9ffcbeca5783542~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=877009de&x-expires=1776834000&x-signature=hspA7byl15BqB4Prn1JGjGzseRk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"but you guys dont understand it only wil be for the 1world like Gucci and shit gonna make their shit in fabrics in EU or usa, but its wil be high products cost, but India and China will be forever working bc even in the 1 world we now broke...","0","0","2026-04-16T17:53:13.000Z","dimitri5714","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7571864758246097942","7629416600517772064","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9394424&x-expires=1776834000&x-signature=OTkMua00Ofj5zSO9SowKyTr%2FCWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"When the robots finally take over, it will usher in universal income. Cause the oligarchs need some one to buy all the sh-t the robots make. Capitalism will eventually lead to Socialism","1","0","2026-04-17T16:52:12.000Z","spx120008","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7421587737318622214","7629771570235523860","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/efe80d3e53c76c19a2b0bacab1f56559~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b0014f4&x-expires=1776834000&x-signature=HZD10%2FS7GzIaKx3YUh3cEeQJLFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Robots will do everything for rich, so rich will get all the poor people as a slaves eventually, who controls robots control everything.","0","0","2026-04-16T19:37:56.000Z","atitrukes","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6777754506950427654","7629443593032483606","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/de39da04d40f39deb63028c1e6da2d4a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fa219dff&x-expires=1776834000&x-signature=c0yAhQNFLBgcsJ%2BU%2FYnngnspwUQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"billionares want us 💀💀💀 literally","0","0","2026-04-16T17:37:44.000Z","lollirot","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","178733195134128128","7629412611616998166","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e1976acbe62693a81b402bb5b7c5833a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b3a9567&x-expires=1776834000&x-signature=Q89Lm%2Fu6s86IaEfNam6F8iW6dU4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Thats not to train AI. It's a sclavery device to make sure they don't stop working even for a second.","0","0","2026-04-16T16:55:35.000Z","w..e_i_r..d","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7152513090890138630","7629401758300914454","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/1a526f18112ccc9e5c9319c6e65e60c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f541c765&x-expires=1776834000&x-signature=MqNOJYS6HiTdIcrtilgpj0rIsys%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"they doing some top brand and it's preventing stealing.","0","0","2026-04-18T09:02:49.000Z","m.k10737","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7527035671060857888","7630022083895952150","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/30e3bb6bd4c9b8710ed70736b112a5ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a4746a0b&x-expires=1776834000&x-signature=dmWiIUgHUlAWUUYMfLbVEahvAgQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"its demons work to promote laziness and give poverty to humans","0","0","2026-04-17T19:27:15.000Z","leegem52","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7216712843235263490","7629811907168387858","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7281845086533451781~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7715b2e1&x-expires=1776834000&x-signature=18Ge%2BpIbE9%2FlI3E2SQKvkhFyBUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"The clock is ticking","0","0","2026-04-16T22:13:59.000Z","iambronza","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6732239916303975429","7629483763013862166","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/13f8af1ee108092ae74c42e9c588e3ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d4309363&x-expires=1776834000&x-signature=sr9yHVgEwGN4V5%2F%2BMmAOSxCS2fA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"low skilled jobs will be replaced by AI and robotics, it's inevitable. time for countries to wake up and invest in education system so the next generation is employable in the modern job market.","0","0","2026-04-17T07:24:38.000Z","bearnolastname","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7002503557375656965","7629625711083307783","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7325625937221910529~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6cd98b5a&x-expires=1776834000&x-signature=GjgsRHVglb%2FlfShPCnHoUiUnmrQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Government will regulate the use of robots so that humans will not die of hunger due to lack of jobs 😂😂😂😂😂😂","0","0","2026-04-16T13:13:35.000Z","goodypythonlab","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7349559797337097248","7629344528310928150","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d2a75d301f1d04d88da0f29eb3db569f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1ea2a9e5&x-expires=1776834000&x-signature=57ceaofAFvo7K2pscrhbWuHFq4Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"so u people want to replace us all hmm","0","0","2026-04-16T19:04:43.000Z","mohmedfahad87","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7230027265185874949","7629434444751831828","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9394424&x-expires=1776834000&x-signature=OTkMua00Ofj5zSO9SowKyTr%2FCWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"creating the demise of humanity 🤣🤣🤣","0","0","2026-04-16T16:28:57.000Z","michelle.hetherin7","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7364408826761036832","7629394885372478230","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7364409456467116064~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a23d486b&x-expires=1776834000&x-signature=w5DmljE9F2Dx12OI8J9uxUobKhQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"humiliating for the human race...","0","0","2026-04-16T21:58:51.000Z","wahiba.horr","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7295006355088507909","7629479856036430612","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8b35f0859e68daaea8222d6fb58c1408~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df402b6e&x-expires=1776834000&x-signature=hOywbSgRVbUSHBePt%2FkmCJwiG9k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Don’t going to looking 👀 for a job in India,mate…","0","0","2026-04-16T22:23:52.000Z","trifon.rabousis8","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7435234042163119120","7629486259732005650","https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=67d0a514&x-expires=1776834000&x-signature=NVjXTJDSU0q75o8c5ygHWvyjeR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"666 on the way","0","0","2026-04-16T22:33:46.000Z","canadawithdavid","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6961591769617466373","7629488798335124241","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8ec4400b78bab7f8587975e9dfe255ca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=196db9be&x-expires=1776834000&x-signature=nEo3L1yPL7jFKdDAEKNZLAh2mbA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"reminds me of ready player one","0","0","2026-04-16T22:55:55.000Z","sl1nk09","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7014267251218203653","7629494511950136084","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7b62d988faf0321f1860b938bd419e4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f5cc50ae&x-expires=1776834000&x-signature=ugDNu8f9lJuTnferIKjSXpscH%2FU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I find even more scary that we need humans to do that kind of job.","0","0","2026-04-15T12:17:12.000Z","donvirusvr","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6895919324457731074","7628958908618605328","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/9cd5d9ecac0c8b309d5885988eaa2ed3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=eb81b5d4&x-expires=1776834000&x-signature=Vhihwllb6eYWuyeQ1vDTEIMr1Vg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"This is a bit innovative?","0","0","2026-04-15T12:11:44.000Z","globalizationcat","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7119027953606132737","7628957541816386325","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/619e5130355e2cab4e14b7e4f2cdfb0b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6e7ee3e4&x-expires=1776834000&x-signature=ke4yna7B6aONNjws3nfEtimAUwA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"I’m sure the ai will be applied to manage the workers rather than use robots","0","0","2026-04-15T12:01:04.000Z","lars33776","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7465581361186898977","7628954769033593622","https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/b8a73ee3a3b92c7940755f13e0bb7bcb~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=59b434b3&x-expires=1776834000&x-signature=1pJHRpByJIYwuthnssWhTpEMI5g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Are you sure? Looks like it’s counting their work","0","0","2026-04-15T11:55:03.000Z","bigwig2020","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6810013955999745029","7628953218383414023","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/2a4f8ea2c1758adca744de0003e1ab85~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7c2d4982&x-expires=1776834000&x-signature=Fe9n354t9u4MjCw5zwr6MGx5rXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Future is coming fast","0","0","2026-04-15T11:46:51.000Z","alein943","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7056829633228063750","7628951078197576470","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/b6f91525112ca008ec182a518a2c6e06~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=206c801a&x-expires=1776834000&x-signature=ihnLQYvkuiitbO4lXT56e3yMCfI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Why are we teaching AI to replace humans ? Why not train to enhance human process?","0","0","2026-04-15T11:46:08.000Z","chez7570","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7222175281968366597","7628950916636361488","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/c090d98168158d4111ea36317f3bcabc~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6de1d099&x-expires=1776834000&x-signature=0d2sKuBHlpMKhTruJWKyWGSTazo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Do they have a choice","0","0","2026-04-15T11:35:02.000Z","real.journey2","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7472807284285228048","7628947344126673681","https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/ff3666b5f7a74e9b02ad594531dbedb0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2f5d7cba&x-expires=1776834000&x-signature=hGdj1Liv8s8lcY3UFWWSsvwCo%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Save time by using AI to generate the videos of the workers to train the AI","0","0","2026-04-15T11:23:13.000Z","hansgr00ber","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6719920768820265989","7628944986679526166","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/ab103c90df2ee4ef093d30535f6100b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a05bdce1&x-expires=1776834000&x-signature=iUfQjTIKUUGQOZUHTR9IGAl5y6I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"crazy","0","0","2026-04-15T10:55:38.000Z","ola.joseph.alaro","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7351514376355185670","7628937907076612885","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/90fd95ecd2696e4c064c338111a2a952~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7593b91e&x-expires=1776834000&x-signature=Sd0rDATgOatl90i%2BG8GiBLmctYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sad","0","0","2026-04-15T10:53:53.000Z","mjokobesi","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6961617324592055301","7628936918335783700","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/a5fca2ab91795c64fd446cbb3ab08d43~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c54eb6d7&x-expires=1776834000&x-signature=lHdq0dt0jWatsqPHTv3IesXd0Ds%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Awesome 👍","0","0","2026-04-15T10:14:04.000Z","burnthealgorithm","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7144041605430690821","7628927157490369302","https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/305228cf4c8bfa1ee87361ea02ae158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f50489a5&x-expires=1776834000&x-signature=PG8R6yvuB95Ww7pVP6yRXhCE75M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"they don't know yet and by the time they know 😇","0","0","2026-04-15T09:55:48.000Z","deepseax2701","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6944931932959441926","7628922488198251285","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/5156a93a77ba016d553b9cc894207fc1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7a4ff83b&x-expires=1776834000&x-signature=ATsEWhBawPGY1cbXYPUacs9wKkE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Come one, how many specialists out there already create ai agents feeding them with knowledge and competences? They pay for ai to feed ai with their knowledge and skill 😁","0","0","2026-04-15T09:52:16.000Z","kittens_ya","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7563888899745334279","7628921601967096594","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/77089d53e847473274f4dee65bfe7d70~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ace4ec2f&x-expires=1776834000&x-signature=xWpvfsTXsrvBE41C0Ljub5jObRc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Don't tell them that","0","0","2026-04-15T09:43:48.000Z","adrianrec69","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7037863507349931013","7628919407167619858","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7324746147350708231~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=770b4995&x-expires=1776834000&x-signature=c47jl2pfPofqavksO7uv9q%2BfhY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
