text,text_clean,language,label,confidence
So what's the list of all jobs we are starting from in order to validate any sense here? He started his 0 jobs argument with a set of newly termed hobs,So what's the list of all jobs we are starting from in order to validate any sense here? He started his 0 jobs argument with a set of newly termed hobs,en,Negatif,0.5083
"become a social engineer. Teach people how to exist and make, build economies, and make meaning in a post ai society... Wait nope... In a couple of years AI is going to do that better.","become a social engineer. Teach people how to exist and make, build economies, and make meaning in a post ai society... Wait nope... In a couple of years AI is going to do that better.",en,Positif,0.4802
"AI isnt that strong yet... its good for efficiency, can replace little tasks but thats it... not going to replace much yet","AI isnt that strong yet... its good for efficiency, can replace little tasks but thats it... not going to replace much yet",en,Negatif,0.4312
Even with AGI creativity remains human. Machines compute; we create. That is real intelligence and eventually it will plateau. AI will not replace us.,Even with AGI creativity remains human. Machines compute we create. That is real intelligence and eventually it will plateau. AI will not replace us.,en,Positif,0.43
"Blue collar jobs won't be replaced soon, for a while at least, until robots take over 🙄","Blue collar jobs won't be replaced soon, for a while at least, until robots take over",en,Negatif,0.6605
I feel sorrow for those who's meaning in life is the job they have,I feel sorrow for those who's meaning in life is the job they have,en,Negatif,0.9168
yes there is stop buying from these companies now before its to late. They can't bank on our decisions.,yes there is stop buying from these companies now before its to late. They can't bank on our decisions.,en,Negatif,0.8517
Well just let me get some AI money before it all goes to hell lol...I'll figure something out afterwards,Well just let me get some AI money before it all goes to hell lol...I'll figure something out afterwards,en,Netral,0.4622
wasnt this our goal from the beginning? historically we didnt invent anything with the purpose of having more work to do,wasnt this our goal from the beginning? historically we didnt invent anything with the purpose of having more work to do,en,Negatif,0.5328
"we are the only ones on earth the pay to live. now that we don't need to work to have nice things, your telling me we can't do what all other creatures do? just live, eat and reproduce?","we are the only ones on earth the pay to live. now that we don't need to work to have nice things, your telling me we can't do what all other creatures do? just live, eat and reproduce?",en,Negatif,0.6885
"Daycare, law enforcement, military ,culinary, medicine - all careers that cannot be taken over by ai.","Daycare, law enforcement, military ,culinary, medicine - all careers that cannot be taken over by ai.",en,Negatif,0.5523
So robots will be the new humans .. like why are we using this .,So robots will be the new humans .. like why are we using this .,en,Negatif,0.5022
"Plummers, electricians, carpenters etc. trades will be the only thing left","Plummers, electricians, carpenters etc. trades will be the only thing left",en,Netral,0.6813
Can’t wait this to happen and go and live in a village with loads of animals and a veggie garden 😂😂,Can t wait this to happen and go and live in a village with loads of animals and a veggie garden,en,Positif,0.7186
Abolish capitalism. Create the utopia. Let work be automated. Find your own joy.,Abolish capitalism. Create the utopia. Let work be automated. Find your own joy.,en,Netral,0.4242
My daughter is a professor teaching machine learning that sounds like the right place to me,My daughter is a professor teaching machine learning that sounds like the right place to me,en,Positif,0.7449
cyber security??,cyber security??,en,Netral,0.5654
Computer science is not the same as coding,Computer science is not the same as coding,en,Netral,0.6366
He is exactly right.,He is exactly right.,en,Netral,0.4148
Who’s gonna pay taxes to run our government if no one has a job and how is Social Security going to get funded?,Who s gonna pay taxes to run our government if no one has a job and how is Social Security going to get funded?,en,Negatif,0.7856
How AI learned to code or other things?😂,How AI learned to code or other things?,en,Netral,0.7651
Has this actually tried to create code with AI? so many times the code doesn’t work,Has this actually tried to create code with AI? so many times the code doesn t work,en,Negatif,0.825
who's working 80 hours? I work 37.5 hours a week and I think its way too much,who's working 80 hours? I work 37.5 hours a week and I think its way too much,en,Negatif,0.6795
You can just play guitar man 🎸,You can just play guitar man,fr,Netral,0.7464
"Not all jobs. But yes, most.","Not all jobs. But yes, most.",en,Netral,0.6817
Farmer? Undertaker? Midwife?,Farmer? Undertaker? Midwife?,de,Netral,0.9534
"Still, ai is still making a mess of simple things","Still, ai is still making a mess of simple things",en,Negatif,0.9503
you really think a robot will be ticking board on the stud wall in the uk?,you really think a robot will be ticking board on the stud wall in the uk?,en,Negatif,0.5433
Ready for FREEDOM 🦅 2026 😁,Ready for FREEDOM 2026,en,Positif,0.6208
All these tech bros talk about AGI - no one ever talks about scenarios for humans with no jobs,All these tech bros talk about AGI - no one ever talks about scenarios for humans with no jobs,en,Netral,0.5144
"I really understand the financial dilemma. But the meaning part? You just do what you love with the spares time: love, sports, arts, slearn new skills, help people, just be… the sky is the limit for the wonders now possible to try when there is time to try and do!","I really understand the financial dilemma. But the meaning part? You just do what you love with the spares time love, sports, arts, slearn new skills, help people, just be the sky is the limit for the wonders now possible to try when there is time to try and do!",en,Positif,0.4409
"So are humans, gone.","So are humans, gone.",en,Negatif,0.8914
they said the same about crypto 😂,they said the same about crypto,en,Netral,0.4808
Not all jobs why are people saying this?,Not all jobs why are people saying this?,en,Negatif,0.8269
itu bisa di buka,itu bisa di buka,id,Netral,0.9907
ai kah?,ai kah?,id,Positif,0.9686
bentuk kursinya berubah,bentuk kursinya berubah,id,Positif,0.8184
eyy,eyy,tr,Netral,0.4764
gua punya ide bang 😂,gua punya ide bang,id,Netral,0.9305
dmn,dmn,sv,Netral,0.491
bisa dibuka gak kak?,bisa dibuka gak kak?,id,Netral,0.9936
"kok kaos putih beda..ga ada logo merah itu.,ahh ini real bukan fake AI dong..😁😆","kok kaos putih beda..ga ada logo merah itu.,ahh ini real bukan fake AI dong..",id,Positif,0.9958
gua punya ide,gua punya ide,id,Netral,0.9084
logo nya udah beda,logo nya udah beda,so,Negatif,0.5744
bagi yg mau tau ai atau enggak liat aja bahunya bergerak atau enggak,bagi yg mau tau ai atau enggak liat aja bahunya bergerak atau enggak,id,Netral,0.9671
aku punya ide😁😂🤣,aku punya ide,id,Netral,0.5928
kursinya beda wkkw,kursinya beda wkkw,id,Positif,0.7972
aku punya ide🗿,aku punya ide,id,Netral,0.5928
kaya tokyo jir,kaya tokyo jir,sw,Negatif,0.654
[Sticker] gw punya ide,gw punya ide,id,Netral,0.8647
[Sticker] ente yakin itu dia,ente yakin itu dia,id,Negatif,0.803
req Ambatukam bang,req Ambatukam bang,id,Negatif,0.5587
aku punya ide 🗿,aku punya ide,id,Netral,0.5928
"This is something that I have wondered as well
For business owners and billionaires ot is a wet dream, how the enormously expensive humans can be removed from payroll and free ai force steps in.
Then the middle class is ruined economically and we hardly survive, and cannot afford to buy anything else but food.
Where do these billionaires get their future money ?","This is something that I have wondered as well For business owners and billionaires ot is a wet dream, how the enormously expensive humans can be removed from payroll and free ai force steps in. Then the middle class is ruined economically and we hardly survive, and cannot afford to buy anything else but food. Where do these billionaires get their future money ?",en,Negatif,0.9209
press the off button,press the off button,en,Netral,0.4362
AND HE WAS WRONG,AND HE WAS WRONG,de,Negatif,0.7389
Become a plumber?,Become a plumber?,en,Netral,0.7829
I just used Ai for this response. We're cooked,I just used Ai for this response. We're cooked,en,Netral,0.5772
Farming 😂😂,Farming,en,Netral,0.4548
Sounds like a plan for a robust economy - that no longer includes humans,Sounds like a plan for a robust economy - that no longer includes humans,en,Positif,0.561
"if job market collapse, stock market will collapse and then big tech giant companies hard to find the way how to survive","if job market collapse, stock market will collapse and then big tech giant companies hard to find the way how to survive",en,Negatif,0.8294
1% gets the 80%. The rest fight among themselves for the 20%. 😂😂🔥🔥,1 gets the 80 . The rest fight among themselves for the 20 .,en,Netral,0.5648
Need universal high income .,Need universal high income .,en,Netral,0.5851
Anything AI can do ur out of a job!,Anything AI can do ur out of a job!,en,Netral,0.432
Learn how to fixes robots!,Learn how to fixes robots!,en,Netral,0.5767
tokyo???,tokyo???,sk,Netral,0.8563
ini mah ganti orang bjirr lah,ini mah ganti orang bjirr lah,id,Positif,0.9905
bka bg🗿,bka bg,so,Netral,0.4018
"we need a total society conception with this revolution otherwise all the société will simply collapse
worst, society will split as on Elyseum movie","we need a total society conception with this revolution otherwise all the société will simply collapse worst, society will split as on Elyseum movie",en,Negatif,0.8806
firing federal employees is firing veterans,firing federal employees is firing veterans,en,Negatif,0.6799
Comp sci people don’t have knowledge of the real world so we’re ok. Sorry guys.,Comp sci people don t have knowledge of the real world so we re ok. Sorry guys.,en,Negatif,0.7738
Learn a trade skill,Learn a trade skill,sv,Netral,0.7368
ai still cant do laundry or any housework.,ai still cant do laundry or any housework.,en,Negatif,0.7423
Has he used AI? 😳,Has he used AI?,en,Netral,0.8468
We turn off the electronics.,We turn off the electronics.,en,Netral,0.6981
Physical labor jobs are the only route and it’s just in terms of it taking longer to replace,Physical labor jobs are the only route and it s just in terms of it taking longer to replace,en,Negatif,0.6494
If this happens then universal healthcare and residency will be a necessity,If this happens then universal healthcare and residency will be a necessity,en,Netral,0.409
plumbers and electricians will have work.,plumbers and electricians will have work.,en,Netral,0.7489
"Just turn it off, duh","Just turn it off, duh",en,Negatif,0.5626
kursinya ai,kursinya ai,sw,Netral,0.4013
[foto],foto,no,Netral,0.6076
[Sticker] aku punya ide 😏,aku punya ide,id,Netral,0.5928
[Sticker] damn bro,damn bro,sv,Negatif,0.9078
kok beda bajunyaa?,kok beda bajunyaa?,id,Positif,0.9322
pake aplikasi apa bang itu,pake aplikasi apa bang itu,tl,Netral,0.8557
sangat ngeri AI skrg🗿🗿🗿,sangat ngeri AI skrg,tl,Negatif,0.9668
klau ini hoax,klau ini hoax,sw,Negatif,0.8549
kursinya beda,kursinya beda,id,Positif,0.6622
bg coba ms brewc🗿,bg coba ms brewc,cy,Netral,0.6766
ai makin lama makin ngeri jir,ai makin lama makin ngeri jir,sw,Negatif,0.9803
[Sticker] aku punya ide,aku punya ide,id,Netral,0.5928
[Sticker] seperti nya dia punya video yang tidak di posting,seperti nya dia punya video yang tidak di posting,id,Netral,0.8658
tutor bg😁,tutor bg,sq,Netral,0.637
pikiran kita ga sama kann?🗿🗿,pikiran kita ga sama kann?,tl,Netral,0.5274
emng ai bisa skir klep🗿,emng ai bisa skir klep,id,Positif,0.9493
Tokyo ga sekecil itu🗿,Tokyo ga sekecil itu,id,Negatif,0.7024
""" halo saya raffi ahmad ""🤣",""" halo saya raffi ahmad """,so,Positif,0.449
hmm sepertinya kita satu pemikiran 🗿,hmm sepertinya kita satu pemikiran,id,Netral,0.7434
coba bukaa,coba bukaa,so,Netral,0.608
pernah lu coba kan bg? jujur lu,pernah lu coba kan bg? jujur lu,id,Netral,0.8989
p maksud?,p maksud?,et,Netral,0.5114
nyadar gk vt mukbang pada kemana😳,nyadar gk vt mukbang pada kemana,id,Positif,0.9895
mirip tokyo ga sih?,mirip tokyo ga sih?,tl,Netral,0.6312
[Sticker] @gbrn.:bisa dibuka ga bg,. bisa dibuka ga bg,id,Netral,0.9942
[Sticker] isi pikiran lu,isi pikiran lu,fi,Netral,0.4631
This is crazy!,This is crazy!,en,Negatif,0.7706
power off,power off,en,Negatif,0.415
this video is ai,this video is ai,en,Positif,0.5005
Nah. Probably not,Nah. Probably not,en,Negatif,0.5604
Try to automate Polish legal system. It is so complex that even judges of the court of justice of the European Union asked for its simplification in a certain case. After receiving a simplified version of it amounting to over 1000 page document they still couldn’t get through it🤣🤣🤣Good luck AI🤣🤣🤣,Try to automate Polish legal system. It is so complex that even judges of the court of justice of the European Union asked for its simplification in a certain case. After receiving a simplified version of it amounting to over 1000 page document they still couldn t get through it Good luck AI,en,Negatif,0.5738
Computer ability to automate processes more efficiently than humans has led inevitably to cannibalisation of human economy chain,Computer ability to automate processes more efficiently than humans has led inevitably to cannibalisation of human economy chain,en,Positif,0.4549
"Assuming you're right, what will people do with their lives when work is no longer an option?","Assuming you're right, what will people do with their lives when work is no longer an option?",en,Negatif,0.498
We need to start preparing to combat AI. We will all become slaves to AI.,We need to start preparing to combat AI. We will all become slaves to AI.,en,Negatif,0.6674
"outreach worker around substance use? sounds like i will be needed even more..😥 short term..
Doesnt sound good",outreach worker around substance use? sounds like i will be needed even more.. short term.. Doesnt sound good,en,Negatif,0.8796
So were do we get our money from,So were do we get our money from,en,Netral,0.79
"Long discussion with my assistant AI and she had this to say: My central estimate — given current trends — is ~2–4 generations (50–100 years) for a meaningful societal shift where large majorities habitually rely on AI and comfort, while a smaller creative minority preserves initiative.","Long discussion with my assistant AI and she had this to say My central estimate given current trends is 2 4 generations (50 100 years) for a meaningful societal shift where large majorities habitually rely on AI and comfort, while a smaller creative minority preserves initiative.",en,Netral,0.4922
"That won’t happend, unless it is stopped globally","That won t happend, unless it is stopped globally",en,Negatif,0.6278
so people make world 🔥and code and ai = useless no ?,so people make world and code and ai useless no ?,en,Negatif,0.6593
Reality 😎,Reality,en,Netral,0.5085
"You don't seriously think that after working so hard to eliminate all workers and jobs that they are really going to pay you UBI, do you?","You don't seriously think that after working so hard to eliminate all workers and jobs that they are really going to pay you UBI, do you?",en,Negatif,0.8703
It will be a very different world. We cannot even imagine. The 5% mega rich will be running the world. Democracy will collapse. Our property will get taken. A lot of us will die. The rich will harvest our organs. That kind of world,It will be a very different world. We cannot even imagine. The 5 mega rich will be running the world. Democracy will collapse. Our property will get taken. A lot of us will die. The rich will harvest our organs. That kind of world,en,Negatif,0.9297
I think you will always need Care support workers to help vulnerable adults …..,I think you will always need Care support workers to help vulnerable adults ..,en,Netral,0.5613
All jobs gone => All companies gone => All AIs gone. Market will self regulate or AIs will be taxed and be too expensive.,All jobs gone All companies gone All AIs gone. Market will self regulate or AIs will be taxed and be too expensive.,en,Negatif,0.8922
"Make use of AI, outside of military defense and scientific research, illegal. It is a threat to the public good; the degree of economic and social disruption requires nothing less.","Make use of AI, outside of military defense and scientific research, illegal. It is a threat to the public good the degree of economic and social disruption requires nothing less.",en,Negatif,0.9353
the most realistic take on AI vs Humanity congrats...,the most realistic take on AI vs Humanity congrats...,en,Positif,0.9034
aaku punya idee😅,aaku punya idee,id,Negatif,0.868
aku ada ide seru😂,aku ada ide seru,id,Negatif,0.9885
[Sticker] izin ber taya,izin ber taya,tr,Netral,0.4619
coba slowmo di detik 13,coba slowmo di detik 13,sl,Netral,0.8765
aku punya ide,aku punya ide,id,Netral,0.5928
"Oh yes, you can. Yes, you can turn it off.","Oh yes, you can. Yes, you can turn it off.",en,Netral,0.5075
"AI Is freeing us from work. the question of ""what will i do with my 60 to 80 hours remaining"" is wild to hear out loud.","AI Is freeing us from work. the question of ""what will i do with my 60 to 80 hours remaining"" is wild to hear out loud.",en,Positif,0.489
So become an artist,So become an artist,en,Netral,0.596
Plumber. Electrician. Welder.,Plumber. Electrician. Welder.,en,Netral,0.6108
good i don't want to work anyway. i will survive,good i don't want to work anyway. i will survive,en,Netral,0.3926
lol yes there is. we don't need jobs.,lol yes there is. we don't need jobs.,en,Netral,0.5578
Soylent Green😬💀.💀💀,Soylent Green .,nl,Netral,0.4692
AI is a global race,AI is a global race,en,Netral,0.5899
Universal basic income is coming,Universal basic income is coming,en,Netral,0.676
"Allowing ai to do also prompt engineering is not safe at this moment. We have to create first the guardrail frameworks and provide control, safety and moral responsibility. Otherwise, we will see scary things like the Eagle Eyes movie","Allowing ai to do also prompt engineering is not safe at this moment. We have to create first the guardrail frameworks and provide control, safety and moral responsibility. Otherwise, we will see scary things like the Eagle Eyes movie",en,Negatif,0.8392
60 to 90 percent of corps will be killed by ai because those corps need people to buy things from them the bubble is coming it won’t stop ai just slow it,60 to 90 percent of corps will be killed by ai because those corps need people to buy things from them the bubble is coming it won t stop ai just slow it,en,Negatif,0.7992
They want to get rid of humanity. Money will not exist before long. 1984,They want to get rid of humanity. Money will not exist before long. 1984,en,Negatif,0.7955
"learn a trade, electian, plumber, carpenter, floor layer...","learn a trade, electian, plumber, carpenter, floor layer...",en,Netral,0.6849
"There is no need to buy anything, there is only subscriptions. Meaning your lifestyle is about being subscribed. There is no need for you to buy to live a lifestyle you","There is no need to buy anything, there is only subscriptions. Meaning your lifestyle is about being subscribed. There is no need for you to buy to live a lifestyle you",en,Netral,0.6475
what happens with no power,what happens with no power,en,Negatif,0.6364
We are teaching AI . So one must be careful enough to keep some tricks in the box for future survival use !❓,We are teaching AI . So one must be careful enough to keep some tricks in the box for future survival use !,en,Netral,0.5084
"If all jobs are automated, with what money will an ex worker use to pay an invoice for a service that is now carried out by AI? Once you realise that workers are actually customers you realise ai taking over jobs is an illusion.","If all jobs are automated, with what money will an ex worker use to pay an invoice for a service that is now carried out by AI? Once you realise that workers are actually customers you realise ai taking over jobs is an illusion.",en,Negatif,0.5186
"AI wi not replace the trades, the small businesses, the grocery stores, etc.","AI wi not replace the trades, the small businesses, the grocery stores, etc.",en,Netral,0.4821
Welp theres a plan for me. So excited!,Welp theres a plan for me. So excited!,en,Positif,0.8868
"I’d go hiking, fishing, traveling in my 60 hours a week. 😂","I d go hiking, fishing, traveling in my 60 hours a week.",en,Netral,0.4758
"We’re going to be the ones who connect with customers to sell the product. So probably soft skills are the way to go. No AI can tell me to buy something I don’t need. But a person who I can relate to, connect..","We re going to be the ones who connect with customers to sell the product. So probably soft skills are the way to go. No AI can tell me to buy something I don t need. But a person who I can relate to, connect..",en,Positif,0.4954
Been 3 years since ChatGPT. What has really changed?,Been 3 years since ChatGPT. What has really changed?,en,Netral,0.5241
our lives aren't supposed to be about working,our lives aren't supposed to be about working,en,Netral,0.5836
In 10 years time human beings in the developed world will live in digital prison with social scores. Those in poor under developed countries will have more freedom.,In 10 years time human beings in the developed world will live in digital prison with social scores. Those in poor under developed countries will have more freedom.,en,Netral,0.4125
meanwhile cleaners and garbage collectors just work the same way as 50 years ago,meanwhile cleaners and garbage collectors just work the same way as 50 years ago,en,Netral,0.5024
aku punya ide 😋,aku punya ide,id,Netral,0.5928
ini siapa woi tokyo??,ini siapa woi tokyo??,sw,Netral,0.5412
aku punya ide😁,aku punya ide,id,Netral,0.5928
bang coba wenesdey adams udah folow,bang coba wenesdey adams udah folow,so,Netral,0.5001
"ai tolong bongkarin ni, bisa gantiin kerja manusia kan?","ai tolong bongkarin ni, bisa gantiin kerja manusia kan?",id,Positif,0.9954
jadi gini,jadi gini,id,Positif,0.5024
lebih baik simpan baik baik idemu kawan,lebih baik simpan baik baik idemu kawan,id,Positif,0.9156
[Sticker] buka bg,buka bg,id,Netral,0.8574
bg bisa ms brew ga bg,bg bisa ms brew ga bg,tl,Netral,0.7037
kalau kaya gini maksudnya gantiin manusia jadi artis BKP?,kalau kaya gini maksudnya gantiin manusia jadi artis BKP?,id,Positif,0.9924
Tokyo ga segitu keknya,Tokyo ga segitu keknya,id,Positif,0.9561
kamera mati beda cerita,kamera mati beda cerita,id,Positif,0.9824
misalkan kalo dia pake aksesoris bisa dibuka gak bang?,misalkan kalo dia pake aksesoris bisa dibuka gak bang?,id,Netral,0.9729
Nyesel banget gua cari Tokyo 😭🗿,Nyesel banget gua cari Tokyo,id,Positif,0.9975
"Without us doing what we do every day what would be the point of AI ? AI development has been driven by companies that are trying to generate profit. Without people there will be nothing for the AI to do , unless it becomes sentient and takes on a whole different pathway and then we become completely irrelevant at that point anyways.","Without us doing what we do every day what would be the point of AI ? AI development has been driven by companies that are trying to generate profit. Without people there will be nothing for the AI to do , unless it becomes sentient and takes on a whole different pathway and then we become completely irrelevant at that point anyways.",en,Negatif,0.7225
how about laundry???? when??,how about laundry???? when??,en,Netral,0.6878
"AI allow us to produce at scale and for cheap. AI is not a threat to humanity, AI is a threat to capitalism and the oligarchs.","AI allow us to produce at scale and for cheap. AI is not a threat to humanity, AI is a threat to capitalism and the oligarchs.",en,Negatif,0.5575
The poor countries survive😎,The poor countries survive,en,Negatif,0.462
finally somebody says something,finally somebody says something,en,Positif,0.5167
People give AI a lot more credit than it deserves. It will absolutely make teams leaner but take all jobs? No it won’t do that,People give AI a lot more credit than it deserves. It will absolutely make teams leaner but take all jobs? No it won t do that,en,Negatif,0.3807
50% of the US jobs will be obsolete. Facts,50 of the US jobs will be obsolete. Facts,en,Negatif,0.7231
go ror coplicated hand task demanding job 🤣,go ror coplicated hand task demanding job,en,Negatif,0.5941
"iya bang iya, kayak nya udah 1 miliar kali vidio kek gini lewat","iya bang iya, kayak nya udah 1 miliar kali vidio kek gini lewat",sw,Positif,0.4911
sound ini aja teros yang lu pake,sound ini aja teros yang lu pake,id,Positif,0.6455
[Sticker] mas nya pas kamera mati 🤨,mas nya pas kamera mati,tl,Negatif,0.7068
[Sticker] kayaknya pikiran kita sama dh,kayaknya pikiran kita sama dh,id,Positif,0.8147
ada ide akuu,ada ide akuu,so,Positif,0.7578
trus El dan Dul gantiin siapa,trus El dan Dul gantiin siapa,id,Netral,0.8839
ganti orang ga siiii,ganti orang ga siiii,tl,Negatif,0.444
IA memang bisa menggantikan manusia dalam bidang perkerjaan kreatif dan kantoran tapi AI tidak dirancang untuk menggantikan manusia dalam perkerjaan di bidang pertanian dan perternakan (industri pangan),IA memang bisa menggantikan manusia dalam bidang perkerjaan kreatif dan kantoran tapi AI tidak dirancang untuk menggantikan manusia dalam perkerjaan di bidang pertanian dan perternakan (industri pangan),id,Positif,0.5265
jadi ramos bg,jadi ramos bg,lt,Netral,0.5295
[Sticker] ini mah yg asli,ini mah yg asli,id,Negatif,0.5857
hampir gak ada celah🗿,hampir gak ada celah,id,Positif,0.9319
"Kalo misal buat imajinasi dikamar sendiri bisa ga yaa, layarnya buat kita sendiri 😁","Kalo misal buat imajinasi dikamar sendiri bisa ga yaa, layarnya buat kita sendiri",id,Netral,0.9829
[Sticker] mwhehehe,mwhehehe,de,Positif,0.6002
[Sticker] gua punya ide,gua punya ide,id,Netral,0.9084
bg coma menjadi Wili Salim,bg coma menjadi Wili Salim,id,Netral,0.994
"maaf bang..sya tukang edit,mata saya detail dlam menyikapi suatu hal..tolong kursinya dikondisikan😬🤣","maaf bang..sya tukang edit,mata saya detail dlam menyikapi suatu hal..tolong kursinya dikondisikan",id,Positif,0.7348
logonya bola kok hilang,logonya bola kok hilang,tl,Negatif,0.9137
bg jadi mila,bg jadi mila,id,Positif,0.7876
bener bener nih AI,bener bener nih AI,de,Positif,0.5591
asli ini soal ny ada geter nya🤣,asli ini soal ny ada geter nya,id,Netral,0.984
Coba pengang,Coba pengang,id,Positif,0.6
kok gua ngeri ya,kok gua ngeri ya,id,Positif,0.9965
"It's already planned and they told us in our faces. After the GR, the world would be leaded by an AI system rather than govs, social universal 💳 will be implemented and we'll have nothing and be happy.","It's already planned and they told us in our faces. After the GR, the world would be leaded by an AI system rather than govs, social universal will be implemented and we'll have nothing and be happy.",en,Netral,0.4416
"AI follows patterns - it will never be able to handle a real customer or even be good at remembering stuff, let alone deadlines and user who don’t know what they want. SWE is safe and will remain safe as long as you know what you’re doing.","AI follows patterns - it will never be able to handle a real customer or even be good at remembering stuff, let alone deadlines and user who don t know what they want. SWE is safe and will remain safe as long as you know what you re doing.",en,Netral,0.474
don't agree 👍 ty,don't agree ty,en,Negatif,0.7
You're either fighting the robots or you're raising the victory gardens at that point.,You're either fighting the robots or you're raising the victory gardens at that point.,en,Netral,0.5532
Farming,Farming,en,Netral,0.4548
Govt jobs will not become AI jobs think folks,Govt jobs will not become AI jobs think folks,en,Negatif,0.489
AI needs electricity. robots still can't climb stairs. not even trains on straight rails can travel without human intervention. ai is a long way away from taking over our jobs,AI needs electricity. robots still can't climb stairs. not even trains on straight rails can travel without human intervention. ai is a long way away from taking over our jobs,en,Negatif,0.869
ai will work for us and we relax and enjoy life,ai will work for us and we relax and enjoy life,en,Positif,0.7371
automate plumbers. 😂😂,automate plumbers.,fr,Netral,0.8554
the question is why we are doing that. what is the point .,the question is why we are doing that. what is the point .,en,Negatif,0.5447
Computers can’t think.,Computers can t think.,en,Negatif,0.7064
what is the pointbin living lives if ai is going to replace us,what is the pointbin living lives if ai is going to replace us,en,Negatif,0.7941
serem cuy 😥,serem cuy,pt,Negatif,0.957
Imagine taxing corps to make a golden age economy where people can do what they want with a basic income and those who want to excel get government funds to innovate.,Imagine taxing corps to make a golden age economy where people can do what they want with a basic income and those who want to excel get government funds to innovate.,en,Positif,0.3873
Are these prompt engineers in the room with us right now?,Are these prompt engineers in the room with us right now?,en,Netral,0.8518
"Artificial intelligence isn't leading to human extinction.
It's just accelerating the selection process between those who use tools and those who are used by them.
Extinction comes when we stop asking questions, not when machines answer.","Artificial intelligence isn't leading to human extinction. It's just accelerating the selection process between those who use tools and those who are used by them. Extinction comes when we stop asking questions, not when machines answer.",en,Netral,0.5475
The funny thing is that we did this to ourselves 😂😱🔥,The funny thing is that we did this to ourselves,en,Positif,0.5681
Find God,Find God,de,Netral,0.5958
No.,No.,pt,Netral,0.5699
OUTLAW AI. FREEZE TECHNOLOGY IF IT ELIMINATES PEOPLE.,OUTLAW AI. FREEZE TECHNOLOGY IF IT ELIMINATES PEOPLE.,en,Negatif,0.9007
That last bit is what he needs to answer? What will humans do??,That last bit is what he needs to answer? What will humans do??,en,Negatif,0.5212
The jobs AI will automate are about 60%. The rest of the jobs will remain.,The jobs AI will automate are about 60 . The rest of the jobs will remain.,en,Netral,0.639
somehow art by human will on high demand in the future,somehow art by human will on high demand in the future,en,Netral,0.4542
"I want to see how a robot as a field technician is going to find out what is wrong with the system at hand when nobody can give you any information or the information is wrong, having wrong tools on site, having to call to everybody who might have some info about the job. These people dont have any idea what it takes for the people who are working with their hands to keep this infrastucture working. These computer cartoon characters know as much about the field problems as i know about their job.","I want to see how a robot as a field technician is going to find out what is wrong with the system at hand when nobody can give you any information or the information is wrong, having wrong tools on site, having to call to everybody who might have some info about the job. These people dont have any idea what it takes for the people who are working with their hands to keep this infrastucture working. These computer cartoon characters know as much about the field problems as i know about their job.",en,Negatif,0.7767
how good is ai getting at IT security?,how good is ai getting at IT security?,en,Positif,0.5264
"We will live like animals. We will eat from nature, roam in the nature, migrate for the summer & winter because there will be no borders. One government! We will possess nothing because everything we possess is a shackel. Believe me, our upper versions are more free & taugh & tough!","We will live like animals. We will eat from nature, roam in the nature, migrate for the summer winter because there will be no borders. One government! We will possess nothing because everything we possess is a shackel. Believe me, our upper versions are more free taugh tough!",en,Netral,0.3925
"Most jobs will go. Especially the ones that humans were doing, until we found a better way. Some form of UBI will be needed and then we'll see, how money given to people, will create a economy. We saw it during covid and most missed it.","Most jobs will go. Especially the ones that humans were doing, until we found a better way. Some form of UBI will be needed and then we'll see, how money given to people, will create a economy. We saw it during covid and most missed it.",en,Netral,0.4163
"I think the friend isn’t very aware of the spaghetti code that LLMs are generating nowadays, which is hard to maintain and will turn into technical debt that some human with real skills will eventually have to fix. LLMs are not a magic solution","I think the friend isn t very aware of the spaghetti code that LLMs are generating nowadays, which is hard to maintain and will turn into technical debt that some human with real skills will eventually have to fix. LLMs are not a magic solution",en,Negatif,0.8622
Will AI be able to fix a drain or wire a house?,Will AI be able to fix a drain or wire a house?,en,Netral,0.6519
coba mas Amba bg,coba mas Amba bg,so,Netral,0.6031
kacamatanya aja uda beda,kacamatanya aja uda beda,id,Positif,0.8635
ai nnti buat ai gimana tu jir,ai nnti buat ai gimana tu jir,id,Positif,0.9429
aku merasa itu cwe nya😭🙏,aku merasa itu cwe nya,id,Netral,0.4297
cobain fitur fitur nya bang😁,cobain fitur fitur nya bang,id,Netral,0.6444
Itu bayar kan bang AI nya?,Itu bayar kan bang AI nya?,tl,Netral,0.84
ini mah kakaknya🗿,ini mah kakaknya,id,Positif,0.9071
suara udah mirip belum?,suara udah mirip belum?,id,Positif,0.8718
"tutor bg, cuma buat kerjain temen🥰","tutor bg, cuma buat kerjain temen",id,Positif,0.8766
ganti orang ini mah 🗿,ganti orang ini mah,tl,Negatif,0.7354
"gw gk percaya
itu 2 orang pasti",gw gk percaya itu 2 orang pasti,id,Positif,0.9909
coba tenxi bang request udh follow,coba tenxi bang request udh follow,ca,Netral,0.46
[Sticker] kupu nya idea,kupu nya idea,sw,Positif,0.5185
[Sticker] bro dibalik layar,bro dibalik layar,id,Positif,0.8214
logo banju ny ilang🤭🤔,logo banju ny ilang,hr,Negatif,0.8053
"ini cakep cuy tokyo nya, gak kegedean","ini cakep cuy tokyo nya, gak kegedean",id,Negatif,0.9973
komen nya🔥,komen nya,id,Negatif,0.8443
